,Fiddlesticks,545,,,,,,,,,,,,,
James,Skarner,107,Bronze,,,,,,,,,,,,
,Nami,101,,,,,,,,,,,,,
,Ryze,501,,,,,,,,,,,,,
Zachary,Twitch,341,Bronze,,,,,,,,,,,,
,Talon,387,,,,,,,,,,,,,
,Azir,36,,,,,,,,,,,,,
Brandon,Syndra,477,Bronze,,,,,,,,,,,,
,Annie,399,,,,,,,,,,,,,
,Rek'Sai,737,,,,,,,,,,,,,
Jonathan,Nidalee,437,Bronze,,,,,,,,,,,,
,Orianna,108,,,,,,,,,,,,,
,Kog'Maw,708,,,,,,,,,,,,,
Dylan,Swain,28,Bronze,,,,,,,,,,,,
,Renekton,531,,,,,,,,,,,,,
,Volibear,740,,,,,,,,,,,,,
Justin,Irelia,238,Bronze,,,,,,,,,,,,
,Akali,556,,,,,,,,,,,,,
,Lee Sin,581,,,,,,,,,,,,,
Christian,Kayle,540,Bronze,,,,,,,,,,,,
,Annie,247,,,,,,,,,,,,,
,Lux,350,,,,,,,,,,,,,
Samuel,Nocturne,405,Bronze,,,,,,,,,,,,
,Vel'Koz,405,,,,,,,,,,,,,
,Corki,788,,,,,,,,,,,,,
Benjamin,Ryze,117,Bronze,,,,,,,,,,,,
,Fiddlesticks,357,,,,,,,,,,,,,
,Annie,617,,,,,,,,,,,,,
Austin,Evelynn,785,Bronze,,,,,,,,,,,,
,Thresh,262,,,,,,,,,,,,,
,Ekko,792,,,,,,,,,,,,,
Nathan,Pantheon,140,Bronze,,,,,,,,,,,,
,Fizz,767,,,,,,,,,,,,,
,Warwick,596,,,,,,,,,,,,,
Noah,Urgot,324,Bronze,,,,,,,,,,,,
,Xerath,314,,,,,,,,,,,,,
,Cho'Gath,172,,,,,,,,,,,,,
Jose,Varus,292,Bronze,,,,,,,,,,,,
,Miss Fortune,435,,,,,,,,,,,,,
,Veigar,520,,,,,,,,,,,,,
Logan,Azir,398,Bronze,,,,,,,,,,,,
,Swain,664,,,,,,,,,,,,,
,Fiora,402,,,,,,,,,,,,,
Robert,Azir,716,Bronze,,,,,,,,,,,,
,Blitzcrank,240,,,,,,,,,,,,,
,Morgana,797,,,,,,,,,,,,,
Kevin,Katarina,224,Bronze,,,,,,,,,,,,
,Tryndamere,314,,,,,,,,,,,,,
,Fizz,75,,,,,,,,,,,,,
Thomas,Riven,657,Bronze,,,,,,,,,,,,
,Vi,150,,,,,,,,,,,,,
,Nunu,113,,,,,,,,,,,,,
Gabriel,Nasus,520,Bronze,,,,,,,,,,,,
,Tahm Kench,372,,,,,,,,,,,,,
,Bard,513,,,,,,,,,,,,,
Caleb,Alistar,556,Bronze,,,,,,,,,,,,
,Pantheon,29,,,,,,,,,,,,,
,Kayle,376,,,,,,,,,,,,,
Jordan,Udyr,38,Bronze,,,,,,,,,,,,
,Annie,778,,,,,,,,,,,,,
,Evelynn,546,,,,,,,,,,,,,
Hunter,Katarina,261,Bronze,,,,,,,,,,,,
,Yorick,358,,,,,,,,,,,,,
,Maokai,756,,,,,,,,,,,,,
Cameron,Fiora,396,Bronze,,,,,,,,,,,,
,Aatrox,288,,,,,,,,,,,,,
,Fiora,641,,,,,,,,,,,,,
Kyle,Vladimir,487,Bronze,,,,,,,,,,,,
,Fiddlesticks,66,,,,,,,,,,,,,
,Veigar,164,,,,,,,,,,,,,
Jason,Dr. Mundo,749,Bronze,,,,,,,,,,,,
,Skarner,298,,,,,,,,,,,,,
,Lissandra,357,,,,,,,,,,,,,
Elijah,Kog'Maw,796,Bronze,,,,,,,,,,,,
,Riven,633,,,,,,,,,,,,,
,Yorick,498,,,,,,,,,,,,,
Aaron,Quinn,492,Bronze,,,,,,,,,,,,
,Vladimir,727,,,,,,,,,,,,,
,Gnar,709,,,,,,,,,,,,,
Jack,Azir,143,Bronze,,,,,,,,,,,,
,Jayce,589,,,,,,,,,,,,,
,Lucian,203,,,,,,,,,,,,,
Connor,Kennen,228,Bronze,,,,,,,,,,,,
,Zed,524,,,,,,,,,,,,,
,Vi,631,,,,,,,,,,,,,
Isaiah,LeBlanc,422,Bronze,,,,,,,,,,,,
,Udyr,232,,,,,,,,,,,,,
,Katarina,244,,,,,,,,,,,,,
Luke,Nidalee,169,Bronze,,,,,,,,,,,,
,Leona,686,,,,,,,,,,,,,
,Morgana,205,,,,,,,,,,,,,
Isaac,Xerath,127,Bronze,,,,,,,,,,,,
,Irelia,116,,,,,,,,,,,,,
,Diana,254,,,,,,,,,,,,,
Evan,Braum,90,Bronze,,,,,,,,,,,,
,Renekton,720,,,,,,,,,,,,,
,Kayle,313,,,,,,,,,,,,,
Eric,Lissandra,318,Bronze,,,,,,,,,,,,
,LeBlanc,273,,,,,,,,,,,,,
,Corki,160,,,,,,,,,,,,,
Brian,Draven,493,Bronze,,,,,,,,,,,,
,Syndra,562,,,,,,,,,,,,,
,Soraka,499,,,,,,,,,,,,,
Angel,Blitzcrank,512,Bronze,,,,,,,,,,,,
,Karthus,636,,,,,,,,,,,,,
,Teemo,779,,,,,,,,,,,,,
Juan,Garen,482,Bronze,,,,,,,,,,,,
,Kalista,405,,,,,,,,,,,,,
,Rammus,397,,,,,,,,,,,,,
Adam,Ashe,658,Bronze,,,,,,,,,,,,
,Diana,210,,,,,,,,,,,,,
,Xerath,99,,,,,,,,,,,,,
Jackson,Rumble,675,Bronze,,,,,,,,,,,,
,Shaco,625,,,,,,,,,,,,,
,Veigar,417,,,,,,,,,,,,,
Mason,Tryndamere,771,Bronze,,,,,,,,,,,,
,Evelynn,167,,,,,,,,,,,,,
,Miss Fortune,62,,,,,,,,,,,,,
Charles,Nautilus,304,Bronze,,,,,,,,,,,,
,Swain,748,,,,,,,,,,,,,
,Rek'Sai,223,,,,,,,,,,,,,
Luis,Shaco,392,Bronze,,,,,,,,,,,,
,Veigar,629,,,,,,,,,,,,,
,Tahm Kench,644,,,,,,,,,,,,,
Sean,Elise,621,Bronze,,,,,,,,,,,,
,Vayne,160,,,,,,,,,,,,,
,Kayle,372,,,,,,,,,,,,,
Aidan,Annie,71,Bronze,,,,,,,,,,,,
,Lux,797,,,,,,,,,,,,,
,Soraka,603,,,,,,,,,,,,,
Gavin,Dr. Mundo,179,Bronze,,,,,,,,,,,,
,Lux,176,,,,,,,,,,,,,
,Cassiopeia,728,,,,,,,,,,,,,
Alex,Quinn,459,Bronze,,,,,,,,,,,,
,Karthus,387,,,,,,,,,,,,,
,Twisted Fate,76,,,,,,,,,,,,,
Nathaniel,Lulu,749,Bronze,,,,,,,,,,,,
,Varus,196,,,,,,,,,,,,,
,Nasus,247,,,,,,,,,,,,,
Bryan,Leona,293,Bronze,,,,,,,,,,,,
Carlos,Graves,731,Bronze,,,,,,,,,,,,
,Olaf,628,,,,,,,,,,,,,
,Thresh,130,,,,,,,,,,,,,
Steven,Wukong,476,Bronze,,,,,,,,,,,,
,Azir,337,,,,,,,,,,,,,
,Morgana,494,,,,,,,,,,,,,
Ian,LeBlanc,150,Bronze,,,,,,,,,,,,
,Alistar,495,,,,,,,,,,,,,
,Jax,132,,,,,,,,,,,,,
Jesus,Viktor,329,Bronze,,,,,,,,,,,,
,Heimerdinger,657,,,,,,,,,,,,,
,Malphite,322,,,,,,,,,,,,,
Timothy,Talon,443,Bronze,,,,,,,,,,,,
,Nami,476,,,,,,,,,,,,,
,Caitlyn,386,,,,,,,,,,,,,
Cody,Nocturne,297,Bronze,,,,,,,,,,,,
,Nautilus,693,,,,,,,,,,,,,
,Galio,154,,,,,,,,,,,,,
Cole,Renekton,65,Bronze,,,,,,,,,,,,
,Swain,448,,,,,,,,,,,,,
,Maokai,796,,,,,,,,,,,,,
Seth,Ashe,164,Bronze,,,,,,,,,,,,
,Sejuani,215,,,,,,,,,,,,,
,Swain,653,,,,,,,,,,,,,
Adrian,Corki,317,Bronze,,,,,,,,,,,,
,Shyvana,368,,,,,,,,,,,,,
,Twitch,605,,,,,,,,,,,,,
Devin,Lux,411,Bronze,,,,,,,,,,,,
,Zac,386,,,,,,,,,,,,,
,Soraka,586,,,,,,,,,,,,,
Lucas,Heimerdinger,263,Bronze,,,,,,,,,,,,
,Caitlyn,629,,,,,,,,,,,,,
,Lux,87,,,,,,,,,,,,,
Richard,Kassadin,391,Bronze,,,,,,,,,,,,
,Malphite,725,,,,,,,,,,,,,
,Azir,389,,,,,,,,,,,,,
Patrick,Nidalee,637,Bronze,,,,,,,,,,,,
,Heimerdinger,58,,,,,,,,,,,,,
,Lulu,778,,,,,,,,,,,,,
Blake,Nunu,320,Bronze,,,,,,,,,,,,
,Nidalee,219,,,,,,,,,,,,,
,Tryndamere,503,,,,,,,,,,,,,
Julian,Nocturne,324,Bronze,,,,,,,,,,,,
,Lux,722,,,,,,,,,,,,,
,Ashe,150,,,,,,,,,,,,,
Jared,Zilean,55,Bronze,,,,,,,,,,,,
,Pantheon,788,,,,,,,,,,,,,
,Lux,410,,,,,,,,,,,,,
Chase,Vel'Koz,433,Bronze,,,,,,,,,,,,
,Jayce,72,,,,,,,,,,,,,
,Annie,698,,,,,,,,,,,,,
Trevor,Shen,247,Bronze,,,,,,,,,,,,
,Tryndamere,392,,,,,,,,,,,,,
,Ahri,249,,,,,,,,,,,,,
Sebastian,Syndra,381,Bronze,,,,,,,,,,,,
,Singed,472,,,,,,,,,,,,,
,Kha'Zix,433,,,,,,,,,,,,,
Antonio,Shaco,742,Bronze,,,,,,,,,,,,
,Lee Sin,132,,,,,,,,,,,,,
,Zyra,312,,,,,,,,,,,,,
Miguel,Ahri,434,Bronze,,,,,,,,,,,,
,Katarina,28,,,,,,,,,,,,,
,Sivir,182,,,,,,,,,,,,,
Garrett,Pantheon,57,Bronze,,,,,,,,,,,,
,Karthus,170,,,,,,,,,,,,,
,Rumble,455,,,,,,,,,,,,,
Jeremiah,Wukong,726,Bronze,,,,,,,,,,,,
,Nautilus,676,,,,,,,,,,,,,
,Veigar,47,,,,,,,,,,,,,
Jesse,Volibear,510,Bronze,,,,,,,,,,,,
,Lucian,765,,,,,,,,,,,,,
,Wukong,407,,,,,,,,,,,,,
Owen,Kassadin,189,Bronze,,,,,,,,,,,,
,Sona,35,,,,,,,,,,,,,
,Nautilus,622,,,,,,,,,,,,,
Xavier,Teemo,388,Bronze,,,,,,,,,,,,
,Nautilus,189,,,,,,,,,,,,,
,Vi,198,,,,,,,,,,,,,
Alejandro,Thresh,741,Bronze,,,,,,,,,,,,
,Annie,154,,,,,,,,,,,,,
,Ryze,141,,,,,,,,,,,,,
Mark,Karthus,206,Bronze,,,,,,,,,,,,
,Syndra,492,,,,,,,,,,,,,
,Anivia,466,,,,,,,,,,,,,
Dominic,Kayle,495,Bronze,,,,,,,,,,,,
,Tahm Kench,593,,,,,,,,,,,,,
,Zed,577,,,,,,,,,,,,,
Jayden,Annie,183,Bronze,,,,,,,,,,,,
,Renekton,78,,,,,,,,,,,,,
,Blitzcrank,378,,,,,,,,,,,,,
Jeremy,Poppy,518,Bronze,,,,,,,,,,,,
,Warwick,98,,,,,,,,,,,,,
,Darius,325,,,,,,,,,,,,,
Jaden,Katarina,494,Bronze,,,,,,,,,,,,
,Azir,150,,,,,,,,,,,,,
,Lux,459,,,,,,,,,,,,,
Bryce,Anivia,464,Bronze,,,,,,,,,,,,
,Jax,308,,,,,,,,,,,,,
,Olaf,263,,,,,,,,,,,,,
Victor,Renekton,773,Bronze,,,,,,,,,,,,
,Miss Fortune,690,,,,,,,,,,,,,
,Rengar,50,,,,,,,,,,,,,
Jake,Ryze,253,Bronze,,,,,,,,,,,,
,Yorick,127,,,,,,,,,,,,,
,Kindred,576,,,,,,,,,,,,,
Hayden,Leona,718,Bronze,,,,,,,,,,,,
,Nocturne,255,,,,,,,,,,,,,
,Graves,233,,,,,,,,,,,,,
Diego,Mordekaiser,193,Bronze,,,,,,,,,,,,
,Lucian,535,,,,,,,,,,,,,
,Lee Sin,264,,,,,,,,,,,,,
Carson,Wukong,315,Bronze,,,,,,,,,,,,
,Renekton,71,,,,,,,,,,,,,
,Mordekaiser,477,,,,,,,,,,,,,
Colin,Olaf,340,Bronze,,,,,,,,,,,,
,Sion,301,,,,,,,,,,,,,
,Elise,594,,,,,,,,,,,,,
Riley,Katarina,602,Bronze,,,,,,,,,,,,
,Cassiopeia,171,,,,,,,,,,,,,
,Zyra,642,,,,,,,,,,,,,
Wyatt,Teemo,68,Bronze,,,,,,,,,,,,
,Bard,641,,,,,,,,,,,,,
,Ezreal,40,,,,,,,,,,,,,
Kenneth,Riven,790,Bronze,,,,,,,,,,,,
,Galio,61,,,,,,,,,,,,,
,Gangplank,713,,,,,,,,,,,,,
Carter,Kassadin,264,Bronze,,,,,,,,,,,,
,Udyr,103,,,,,,,,,,,,,
,Orianna,455,,,,,,,,,,,,,
Tanner,Kog'Maw,599,Bronze,,,,,,,,,,,,
,Wukong,85,,,,,,,,,,,,,
,Taric,197,,,,,,,,,,,,,
Aiden,Shen,45,Bronze,,,,,,,,,,,,
,Yorick,120,,,,,,,,,,,,,
,Jayce,243,,,,,,,,,,,,,
Dakota,Veigar,685,Bronze,,,,,,,,,,,,
,Varus,409,,,,,,,,,,,,,
,LeBlanc,746,,,,,,,,,,,,,
Tristan,Trundle,799,Bronze,,,,,,,,,,,,
,Lulu,214,,,,,,,,,,,,,
,Vladimir,175,,,,,,,,,,,,,
Marcus,Akali,607,Bronze,,,,,,,,,,,,
,Twisted Fate,657,,,,,,,,,,,,,
,Rammus,103,,,,,,,,,,,,,
Jorge,Lulu,692,Bronze,,,,,,,,,,,,
,Draven,367,,,,,,,,,,,,,
,Cassiopeia,324,,,,,,,,,,,,,
Stephen,Anivia,634,Bronze,,,,,,,,,,,,
Henry,Blitzcrank,407,Bronze,,,,,,,,,,,,
,Jayce,615,,,,,,,,,,,,,
,Vel'Koz,704,,,,,,,,,,,,,
Dalton,Udyr,759,Bronze,,,,,,,,,,,,
,Xerath,427,,,,,,,,,,,,,
,LeBlanc,214,,,,,,,,,,,,,
Paul,Tristana,282,Bronze,,,,,,,,,,,,
,Xerath,363,,,,,,,,,,,,,
,Maokai,64,,,,,,,,,,,,,
Liam,Sejuani,184,Bronze,,,,,,,,,,,,
,Lucian,142,,,,,,,,,,,,,
,Vel'Koz,71,,,,,,,,,,,,,
Spencer,Fizz,788,Bronze,,,,,,,,,,,,
,Zed,282,,,,,,,,,,,,,
,Heimerdinger,487,,,,,,,,,,,,,
Vincent,Amumu,121,Bronze,,,,,,,,,,,,
,Volibear,78,,,,,,,,,,,,,
,Varus,307,,,,,,,,,,,,,
,Vi,87,,,,,,,,,,,,,
Mitchell,Nasus,525,Bronze,,,,,,,,,,,,
,Zyra,427,,,,,,,,,,,,,
,Nautilus,519,,,,,,,,,,,,,
Clayton,Leona,767,Bronze,,,,,,,,,,,,
,Urgot,671,,,,,,,,,,,,,
,Ashe,446,,,,,,,,,,,,,
Nolan,Braum,755,Bronze,,,,,,,,,,,,
,Rumble,227,,,,,,,,,,,,,
,Pantheon,325,,,,,,,,,,,,,
Micah,Nocturne,735,Bronze,,,,,,,,,,,,
,Janna,409,,,,,,,,,,,,,
,Brand,162,,,,,,,,,,,,,
Damian,Vi,714,Bronze,,,,,,,,,,,,
,Twisted Fate,375,,,,,,,,,,,,,
,Lucian,177,,,,,,,,,,,,,
Raymond,Volibear,152,Bronze,,,,,,,,,,,,
,Volibear,752,,,,,,,,,,,,,
,Lissandra,581,,,,,,,,,,,,,
Braden,Skarner,355,Bronze,,,,,,,,,,,,
,Kha'Zix,787,,,,,,,,,,,,,
,Urgot,398,,,,,,,,,,,,,
Jonah,Twisted Fate,257,Bronze,,,,,,,,,,,,
,Jax,55,,,,,,,,,,,,,
,Gnar,56,,,,,,,,,,,,,
Taylor,Miss Fortune,281,Bronze,,,,,,,,,,,,
,Twisted Fate,344,,,,,,,,,,,,,
,Cho'Gath,391,,,,,,,,,,,,,
Cooper,Rengar,652,Bronze,,,,,,,,,,,,
,Quinn,712,,,,,,,,,,,,,
,Malzahar,260,,,,,,,,,,,,,
Trenton,Gnar,707,Bronze,,,,,,,,,,,,
,Sion,637,,,,,,,,,,,,,
,Ahri,662,,,,,,,,,,,,,
Wesley,Vel'Koz,648,Bronze,,,,,,,,,,,,
,Trundle,768,,,,,,,,,,,,,
,Sejuani,663,,,,,,,,,,,,,
Corey,Janna,697,Bronze,,,,,,,,,,,,
,Quinn,414,,,,,,,,,,,,,
,Rengar,215,,,,,,,,,,,,,
Edwin,Tahm Kench,38,Bronze,,,,,,,,,,,,
,Shen,703,,,,,,,,,,,,,
,Gangplank,347,,,,,,,,,,,,,
Dustin,Evelynn,578,Bronze,,,,,,,,,,,,
,Urgot,764,,,,,,,,,,,,,
,Udyr,692,,,,,,,,,,,,,
Dillon,Hecarim,211,Bronze,,,,,,,,,,,,
,Warwick,523,,,,,,,,,,,,,
,Yorick,278,,,,,,,,,,,,,
Scott,Sivir,578,Bronze,,,,,,,,,,,,
,Katarina,51,,,,,,,,,,,,,
,Yasuo,755,,,,,,,,,,,,,
Erick,Diana,508,Bronze,,,,,,,,,,,,
,Sivir,375,,,,,,,,,,,,,
,LeBlanc,761,,,,,,,,,,,,,
Peyton,Nautilus,332,Bronze,,,,,,,,,,,,
,Jinx,682,,,,,,,,,,,,,
,Karma,146,,,,,,,,,,,,,
Emmanuel,Sion,779,Bronze,,,,,,,,,,,,
,Graves,113,,,,,,,,,,,,,
,Volibear,193,,,,,,,,,,,,,
Marco,Trundle,680,Bronze,,,,,,,,,,,,
,Leona,72,,,,,,,,,,,,,
,Shaco,108,,,,,,,,,,,,,
Sergio,Tristana,438,Bronze,,,,,,,,,,,,
,Karma,629,,,,,,,,,,,,,
,Morgana,147,,,,,,,,,,,,,
Dawson,Nidalee,167,Bronze,,,,,,,,,,,,
,Lissandra,480,,,,,,,,,,,,,
,Shyvana,387,,,,,,,,,,,,,
Martin,Singed,786,Bronze,,,,,,,,,,,,
,Nami,226,,,,,,,,,,,,,
,Karma,513,,,,,,,,,,,,,
Hector,Ryze,612,Bronze,,,,,,,,,,,,
,Ahri,681,,,,,,,,,,,,,
,Jarvan IV,82,,,,,,,,,,,,,
Giovanni,Galio,221,Bronze,,,,,,,,,,,,
,Singed,216,,,,,,,,,,,,,
,Volibear,594,,,,,,,,,,,,,
Roberto,Sejuani,750,Bronze,,,,,,,,,,,,
,Kassadin,628,,,,,,,,,,,,,
,Kalista,467,,,,,,,,,,,,,
Donovan,Fiddlesticks,527,Bronze,,,,,,,,,,,,
,Darius,598,,,,,,,,,,,,,
,Rammus,731,,,,,,,,,,,,,
Eli,Master Yi,50,Bronze,,,,,,,,,,,,
,Nami,557,,,,,,,,,,,,,
,Shyvana,688,,,,,,,,,,,,,
Brett,Renekton,174,Bronze,,,,,,,,,,,,
,Aatrox,579,,,,,,,,,,,,,
,Mordekaiser,155,,,,,,,,,,,,,
Alec,Soraka,277,Bronze,,,,,,,,,,,,
,Kassadin,535,,,,,,,,,,,,,
,Dr. Mundo,642,,,,,,,,,,,,,
Jakob,Ryze,148,Bronze,,,,,,,,,,,,
,Jarvan IV,450,,,,,,,,,,,,,
,Ahri,359,,,,,,,,,,,,,
Abraham,Quinn,273,Bronze,,,,,,,,,,,,
,Blitzcrank,601,,,,,,,,,,,,,
,Syndra,685,,,,,,,,,,,,,
Harrison,Amumu,225,Bronze,,,,,,,,,,,,
,Yorick,156,,,,,,,,,,,,,
,Malphite,495,,,,,,,,,,,,,
Andre,Kayle,122,Bronze,,,,,,,,,,,,
,Kayle,112,,,,,,,,,,,,,
,Bard,499,,,,,,,,,,,,,
Andy,Gangplank,676,Bronze,,,,,,,,,,,,
,Nautilus,370,,,,,,,,,,,,,
,Nidalee,650,,,,,,,,,,,,,
Malik,Irelia,768,Bronze,,,,,,,,,,,,
,Rumble,268,,,,,,,,,,,,,
,Veigar,417,,,,,,,,,,,,,
Drew,Syndra,468,Bronze,,,,,,,,,,,,
,Corki,104,,,,,,,,,,,,,
,Singed,179,,,,,,,,,,,,,
Ruben,Katarina,664,Bronze,,,,,,,,,,,,
,Brand,601,,,,,,,,,,,,,
,Kalista,505,,,,,,,,,,,,,
Ty,Nunu,658,Bronze,,,,,,,,,,,,
,Lee Sin,84,,,,,,,,,,,,,
,Nidalee,701,,,,,,,,,,,,,
Damien,Miss Fortune,650,Bronze,,,,,,,,,,,,
,Miss Fortune,194,,,,,,,,,,,,,
,Olaf,724,,,,,,,,,,,,,
Jaylen,Galio,159,Bronze,,,,,,,,,,,,
,Syndra,279,,,,,,,,,,,,,
,Jinx,320,,,,,,,,,,,,,
Cade,Bard,43,Bronze,,,,,,,,,,,,
,Hecarim,510,,,,,,,,,,,,,
,Dr. Mundo,509,,,,,,,,,,,,,
Pedro,Malphite,381,Bronze,,,,,,,,,,,,
,Shyvana,492,,,,,,,,,,,,,
,Corki,673,,,,,,,,,,,,,
Calvin,Fiddlesticks,431,Bronze,,,,,,,,,,,,
,Sona,505,,,,,,,,,,,,,
,Nidalee,133,,,,,,,,,,,,,
Elias,Fizz,276,Bronze,,,,,,,,,,,,
,Karthus,683,,,,,,,,,,,,,
,Xin Zhao,424,,,,,,,,,,,,,
Josue,Pantheon,463,Bronze,,,,,,,,,,,,
,Aatrox,183,,,,,,,,,,,,,
,Kindred,343,,,,,,,,,,,,,
Leonardo,Tristana,69,Bronze,,,,,,,,,,,,
,Vayne,251,,,,,,,,,,,,,
,Ashe,494,,,,,,,,,,,,,
Frank,Rammus,627,Bronze,,,,,,,,,,,,
,Corki,185,,,,,,,,,,,,,
,Ashe,62,,,,,,,,,,,,,
Malachi,Fiddlesticks,503,Bronze,,,,,,,,,,,,
,Kindred,324,,,,,,,,,,,,,
,Lucian,396,,,,,,,,,,,,,
Phillip,Karthus,590,Bronze,,,,,,,,,,,,
,Elise,362,,,,,,,,,,,,,
,Akali,758,,,,,,,,,,,,,
Ronald,Amumu,178,Bronze,,,,,,,,,,,,
,Nautilus,739,,,,,,,,,,,,,
,Soraka,361,,,,,,,,,,,,,
Chandler,Wukong,502,Bronze,,,,,,,,,,,,
,Malphite,663,,,,,,,,,,,,,
,Galio,524,,,,,,,,,,,,,
Trey,Graves,121,Bronze,,,,,,,,,,,,
,Fiddlesticks,684,,,,,,,,,,,,,
,Darius,589,,,,,,,,,,,,,
Bryson,Talon,404,Bronze,,,,,,,,,,,,
,Amumu,703,,,,,,,,,,,,,
,Darius,130,,,,,,,,,,,,,
Gerardo,Vel'Koz,406,Bronze,,,,,,,,,,,,
,Kog'Maw,736,,,,,,,,,,,,,
,Nunu,31,,,,,,,,,,,,,
Skyler,Diana,221,Bronze,,,,,,,,,,,,
,Zilean,225,,,,,,,,,,,,,
,Rammus,505,,,,,,,,,,,,,
Chance,Corki,252,Bronze,,,,,,,,,,,,
,Cassiopeia,617,,,,,,,,,,,,,
,Kassadin,71,,,,,,,,,,,,,
Rafael,Fiora,726,Bronze,,,,,,,,,,,,
,Ryze,579,,,,,,,,,,,,,
,Rengar,640,,,,,,,,,,,,,
Trent,Quinn,336,Bronze,,,,,,,,,,,,
,Kog'Maw,352,,,,,,,,,,,,,
,Trundle,134,,,,,,,,,,,,,
Casey,Warwick,637,Bronze,,,,,,,,,,,,
,Dr. Mundo,153,,,,,,,,,,,,,
,Zac,712,,,,,,,,,,,,,
Zane,Twisted Fate,304,Bronze,,,,,,,,,,,,
,Urgot,776,,,,,,,,,,,,,
,Hecarim,350,,,,,,,,,,,,,
Griffin,Malphite,524,Bronze,,,,,,,,,,,,
,Gragas,222,,,,,,,,,,,,,
,Caitlyn,334,,,,,,,,,,,,,
Avery,Volibear,744,Bronze,,,,,,,,,,,,
,Xin Zhao,20,,,,,,,,,,,,,
,Gangplank,290,,,,,,,,,,,,,
Dominick,Orianna,448,Bronze,,,,,,,,,,,,
,Bard,277,,,,,,,,,,,,,
,Sejuani,163,,,,,,,,,,,,,
Derrick,Fiddlesticks,765,Bronze,,,,,,,,,,,,
,Twitch,320,,,,,,,,,,,,,
,Ekko,705,,,,,,,,,,,,,
Miles,Udyr,46,Bronze,,,,,,,,,,,,
,Olaf,364,,,,,,,,,,,,,
,Yasuo,404,,,,,,,,,,,,,
Raul,Karthus,325,Bronze,,,,,,,,,,,,
,Garen,586,,,,,,,,,,,,,
,Sivir,80,,,,,,,,,,,,,
Johnny,Garen,748,Bronze,,,,,,,,,,,,
,Mordekaiser,244,,,,,,,,,,,,,
,Zac,734,,,,,,,,,,,,,
Israel,Wukong,329,Bronze,,,,,,,,,,,,
,Tahm Kench,164,,,,,,,,,,,,,
,Twisted Fate,180,,,,,,,,,,,,,
Armando,Draven,582,Bronze,,,,,,,,,,,,
,Darius,649,,,,,,,,,,,,,
,Nasus,578,,,,,,,,,,,,,
Darius,Ryze,376,Bronze,,,,,,,,,,,,
,Tristana,562,,,,,,,,,,,,,
,Lux,727,,,,,,,,,,,,,
Troy,Zac,705,Bronze,,,,,,,,,,,,
,Xerath,80,,,,,,,,,,,,,
,Sivir,784,,,,,,,,,,,,,
Kaleb,Heimerdinger,78,Bronze,,,,,,,,,,,,
,Dr. Mundo,46,,,,,,,,,,,,,
,Diana,787,,,,,,,,,,,,,
Edward,Rek'Sai,368,Bronze,,,,,,,,,,,,
,Nautilus,130,,,,,,,,,,,,,
